pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
806,dev-amdgpu: Limit SDMA NOP count to wptr boundary,其他,v24.0.0.0,7f71477f154f27688eae74b399fac23131c9601b,2024-01-25,2070,1,1,9,1,10,2024-01-25T15:35:35-08:00,2024-01-25T15:35:35-08:00,src,dev,
767,misc: Added dependabot config file,其他,v24.0.0.0,8a6804231c6ec504580b217463eaa5fc711da943,2024-01-25,2072,1,0,0,0,0,2024-01-25T19:25:51-08:00,2024-01-25T19:25:51-08:00,,,
810,arch-arm: Replace CRYPTO extension with canonical names,其他,v24.0.0.0,ce32d7c523ae5c9612dfd6242092a3630e301898,2024-01-26,2073,1,3,35,28,63,2024-01-26T19:39:35+00:00,2024-01-26T19:39:35+00:00,src,arch,arm
814,arch-riscv: Fix RVV instructions vmsbf/vmsif/vmsof,修复/纠错,v24.0.0.0,bb5d55510fb91d53efc92b5591339ff3d087df14,2024-01-29,2076,1,0,0,0,0,2024-01-29T08:28:16-08:00,2024-01-29T08:28:16-08:00,,,
812,misc: move dependabot.yml to .github,CI,v24.0.0.0,5a7d61d99084247632efb8fd5b6d48d9dbbb9275,2024-01-29,2077,1,1,0,0,0,2024-01-29T10:07:32-08:00,2024-01-29T10:07:32-08:00,.github,.github,
653,util: add scripts that help maintain mongoDB,新增/支持,v24.0.0.0,c0100b18cce3e536dd0c4b9c407d86fd776bce06,2024-01-29,2080,1,0,0,0,0,2024-01-29T10:42:08-08:00,2024-01-29T10:42:08-08:00,,,
676,tests: Added tests for suites,测试,v24.0.0.0,d1fca18eb37d53b1e6fcb7802b35f4be87fd81ec,2024-01-29,2081,1,3,278,0,278,2024-01-29T10:52:33-08:00,2024-01-29T10:52:33-08:00,tests,tests,
816,arch-riscv: Fix fence.i instruction in O3 CPU,修复/纠错,v24.0.0.0,b3870ee7b021698e4c49deef1dac7f69a6c5ea48,2024-01-30,2083,1,0,0,0,0,2024-01-30T15:39:32-08:00,2024-01-30T15:39:32-08:00,,,
819,tests: remove GCN3_X86 from compiler tests,测试,v24.0.0.0,76c3c02acba6c307b8d5e5b177d13f3da2610fc7,2024-01-30,2084,1,1,2,3,5,2024-01-30T15:55:15-08:00,2024-01-30T15:55:15-08:00,.github,.github,
725,"arm,stdlib: added kvm support to the ARM board",新增/支持,v24.0.0.0,b5d18b84a823e91a86c9186ead58c1943b43106e,2024-01-31,2085,2,3,162,1,163,2024-01-31T10:17:58-08:00,2024-03-28T21:05:58+00:00,"configs, src, util","configs, python, util",
804,util: Update gcn-gpu to remove GCN3 add gfx902,更新/依赖,v24.0.0.0,2ff57b09d878f6f9a04b8f2ead8c2ba70763d588,2024-01-31,2086,1,1,0,1,1,2024-01-31T16:02:07-08:00,2024-01-31T16:02:07-08:00,util,util,
817,tests: Switch to vega_x86 from gcn3_x86 in daily tests,测试,v24.0.0.0,b5fae2f6206db1021d457884530dffa1cbf548e2,2024-02-01,2089,1,0,0,0,0,2024-02-01T09:06:04-08:00,2024-02-01T09:06:04-08:00,,,
762,"cpu,stdlib: Updating strided generator",其他,v24.0.0.0,b79fe82e5c4d5ea4d2b0cfb144e279381268507c,2024-02-01,2090,1,8,299,49,348,2024-02-01T09:08:42-08:00,2024-02-01T09:08:42-08:00,src,"cpu, python",
824,dev: Fix off-by-one in IDE controller PCI register allocation,修复/纠错,v24.0.0.0,197be3a0ddb309e3b3ffc68c41a5cb9d214ea795,2024-02-01,2091,1,1,2,1,3,2024-02-01T10:14:28-08:00,2024-02-01T10:14:28-08:00,src,dev,
831,misc: Merge develop .github dir into stable,CI,v24.0.0.0,5b2766829b8cb8294afed67a366e43850c2d4c0b,2024-02-01,2590,1,5,120,118,238,2024-02-01T09:18:15-08:00,2024-02-01T09:18:15-08:00,.github,.github,
829,arch-arm: Adopt new TranslationRegime data type in MMU translations,新增/支持,v24.0.0.0,33e62b8e8a02893c5e7941b7da9853cdca326f37,2024-02-02,2099,1,0,0,0,0,2024-02-02T11:54:38+00:00,2024-02-02T11:54:38+00:00,,,
840,tests: fix wget link for gpu tests,测试,v24.0.0.0,858acacb208665ecc20a8d1dbc7811cf24235cd9,2024-02-02,2100,1,1,2,2,4,2024-02-02T10:34:41-08:00,2024-02-02T10:34:41-08:00,.github,.github,
832,misc: bump pre-commit from 2.20.0 to 3.6.0,更新/依赖,v24.0.0.0,ea3face87bd2a14608b197f9692e7d4411cc0295,2024-02-02,2102,1,0,0,0,0,2024-02-02T10:39:56-08:00,2024-02-02T10:39:56-08:00,,,
841,misc: Merge .github dir from develop to stable,CI,v24.0.0.0,c890e6b113a59caeec3eea9bafea4a03a471f89d,2024-02-02,2591,1,1,2,2,4,2024-02-02T10:38:47-08:00,2024-02-02T10:38:47-08:00,.github,.github,
844,arch-riscv: Fix control flow in VectorFloatMaskMacroConstructor,修复/纠错,v24.0.0.0,85059a369ecd1fcaab203a68b429be062e482b3b,2024-02-05,2103,1,1,1,5,6,2024-02-05T06:29:05-08:00,2024-02-05T06:29:05-08:00,src,arch,riscv
843,arch-riscv: Fix RVV instructions vmv.s.x/vfmv.s.f,修复/纠错,v24.0.0.0,40ecdf5fb40a001872ac54767c89e63869424683,2024-02-05,2104,1,1,7,3,10,2024-02-05T08:51:42-08:00,2024-02-05T08:51:42-08:00,src,arch,riscv
837,misc: bump mypy from 1.5.1 to 1.8.0,更新/依赖,v24.0.0.0,df83efe1295ab2c37e2c155dacb30582d07645fb,2024-02-05,2107,1,0,0,0,0,2024-02-05T08:53:02-08:00,2024-02-05T08:53:02-08:00,,,
836,misc: Update actions/checkout from v3 to v4,更新/依赖,v24.0.0.0,6f1d9b47e9ce3c8e08a13dfb55babfbca10026bb,2024-02-05,2108,1,5,24,24,48,2024-02-05T08:54:32-08:00,2024-02-05T08:54:32-08:00,.github,.github,
833,misc: bump tqdm from 4.64.1 to 4.66.1,更新/依赖,v24.0.0.0,61516e863f43f862534079dd72a3fbed289ebf01,2024-02-05,2109,1,1,1,1,2,2024-02-05T10:19:32-08:00,2024-02-05T10:19:32-08:00,optional-requirements.txt,optional-requirements.txt,
795,systemc: Reduce unnecessary backdoor request in atomic transaction,其他,v24.0.0.0,e4e359135eb5c2f456800f212fe0c3ef52a43770,2024-02-05,2110,1,2,43,13,56,2024-02-05T11:08:20-08:00,2024-02-05T11:08:20-08:00,src,src,
848,arch-arm: Crypto instruction execution requires SIMD to be enabled,其他,v24.0.0.0,05f93175a76e0d7b6872519ead99a8e80be69211,2024-02-05,2113,1,0,0,0,0,2024-02-05T19:22:04+00:00,2024-02-05T19:22:04+00:00,,,
835,sim: Updating Process::Map,其他,v24.0.0.0,8efe6dc1bc177ea7673c4ccd391bacf3ea22dcc9,2024-02-05,2114,1,2,2,2,4,2024-02-05T12:17:05-08:00,2024-02-05T12:17:05-08:00,src,sim,
849,arch-arm: Remove unused/unimplemented TLB methods,移除/弃用,v24.0.0.0,a60d6960c7ca4f126f95f7beb2a8c0bbe998e981,2024-02-06,2115,1,1,0,8,8,2024-02-06T09:18:06+00:00,2024-02-06T09:18:06+00:00,src,arch,arm
846,arch-riscv: Add BasePMAChecker to support customized PMA,新增/支持,v24.0.0.0,ba6c569b8de23319647ace0947ad86aa3a8363ee,2024-02-06,2116,1,9,36,15,51,2024-02-06T05:38:34-08:00,2024-02-06T05:38:34-08:00,src,arch,riscv
847,tests: Allow pyunit tests to run on specific directories,测试,v24.0.0.0,44aaebc49a5ca21d5a75be3ee252b677307758b0,2024-02-06,2117,1,1,14,1,15,2024-02-06T09:32:12-08:00,2024-02-06T09:32:12-08:00,tests,tests,
850,misc: Add 'workflow_dispatch' to daily tests,测试,v24.0.0.0,c7426f9427e3f463d8b1d2e0972d151b76a05b66,2024-02-06,2118,1,1,2,0,2,2024-02-06T09:32:31-08:00,2024-02-06T09:32:31-08:00,.github,.github,
845,tests: move to obtain-resources from wget,测试,v24.0.0.0,de0342128cc45741feefaf05fd1f9c24a24928b1,2024-02-06,2119,1,2,3,7,10,2024-02-06T09:34:03-08:00,2024-02-06T09:34:03-08:00,.github,.github,
813,arch-riscv: adding support for local interrupts,新增/支持,v24.0.0.0,f289f9e8b5f53585a7f870377898cd4b27f8fd6d,2024-02-06,2120,1,6,350,128,478,2024-02-06T09:38:50-08:00,2024-02-06T09:38:50-08:00,src,arch,riscv
855,stdlib: fix typo in error message,修复/纠错,v24.0.0.0,4aecf9d35cae8a6418f7b01abfa6372382e8a85f,2024-02-06,2121,1,1,1,1,2,2024-02-06T09:50:01-08:00,2024-02-06T09:50:01-08:00,src,python,
794,arch-riscv: add unit-stride fault-only-first loads (i.e. vle*ff),新增/支持,v24.0.0.0,804f1373252ff1e4a93c48a1724bbb12ef616d3d,2024-02-08,2122,1,7,208,4,212,2024-02-08T09:15:58-08:00,2024-02-08T09:15:58-08:00,src,arch,riscv
856,util: Remove action runner add-apt-repo git-core/ppa,新增/支持,v24.0.0.0,b2d13ee63ae68b3fbef10363f854b34c4c4fe5d7,2024-02-08,2123,1,1,0,1,1,2024-02-08T12:13:12-08:00,2024-02-08T12:13:12-08:00,util,util,
859,arch-riscv: Fix load and store to use EEW instead of SEW,修复/纠错,v24.0.0.0,7fe1588546d5925b8d2daa94c2b2b9f7cc3abcbb,2024-02-08,2126,1,0,0,0,0,2024-02-08T12:14:11-08:00,2024-02-08T12:14:11-08:00,,,
830,arch-riscv: fix vl in mask load/store (i.e vlm.v/vsm.v),修复/纠错,v24.0.0.0,7d80658a39b693a956e8afc717eb93a31a3e183e,2024-02-08,2127,1,1,2,4,6,2024-02-08T14:06:49-08:00,2024-02-08T14:06:49-08:00,src,arch,riscv
857,mem-cache: Fix circular dependency in QoS mem,修复/纠错,v24.0.0.0,fd3aac1518dedd51f6cad8e4376347e9cdd24f54,2024-02-09,2128,1,2,4,6,10,2024-02-09T11:32:16+00:00,2024-02-09T11:32:16+00:00,src,mem,
852,"arch-vega,gpu-compute,mem-ruby: SQC Invalidation Support",新增/支持,v24.0.0.0,a840dda23ab054581e130f66398548fc9bc0d008,2024-02-09,2137,1,0,0,0,0,2024-02-09T17:29:56-06:00,2024-02-09T17:29:56-06:00,,,
842,cpu-o3: add PerThreadUnifiedThreadMap to O3 CPU,新增/支持,v24.0.0.0,b826d96f40e7a5484bbdace4d4b3658bbc3ec91e,2024-02-12,2138,1,6,11,6,17,2024-02-12T09:26:31-08:00,2024-02-12T09:26:31-08:00,src,cpu/o3,
866,arch-riscv: Remove unnecessary assert,移除/弃用,v24.0.0.0,47c4dad8694448c40435875309a8399abebd7fc2,2024-02-13,2139,1,1,0,1,1,2024-02-13T08:30:18-08:00,2024-02-13T08:30:18-08:00,src,arch,riscv
871,mem-cache: Fix possible crash in base prefetcher,修复/纠错,v24.0.0.0,308fef6b467ec5a82fcff2bdb38106ab8c397d4f,2024-02-17,2140,1,1,2,2,4,2024-02-17T14:14:57-08:00,2024-02-17T14:14:57-08:00,src,mem/cache/prefetch,
828,"cpu-o3, arch: Fix SMT bug arising from v23.0 and make gem5 more robust with SMT",修复/纠错,v24.0.0.0,8759131df3e4af1080fb96c67d8708869c9d74c0,2024-02-19,2145,1,0,0,0,0,2024-02-19T08:52:31+00:00,2024-02-19T08:52:31+00:00,,,
878,dev-arm: Remove the dependency of Platform for ArmSigInterruptPin,移除/弃用,v24.0.0.0,4e75e35a3339349e63c461aaaf283e753316d06c,2024-02-20,2146,1,2,3,1,4,2024-02-20T08:50:27+00:00,2024-02-20T08:50:27+00:00,src,dev,
877,"arch-x86, cpu-kvm: initialize x87 FCW",其他,v24.0.0.0,7ac97331992c402a7cf0ef2bc056571125f7deec,2024-02-20,2147,1,1,3,0,3,2024-02-20T07:46:44-08:00,2024-02-20T07:46:44-08:00,src,arch,x86
873,arch-arm: Add FEAT_FGT trapping for debug registers,新增/支持,v24.0.0.0,c719ea960a18d5484641f385781494a279c13a4a,2024-02-21,2150,1,0,0,0,0,2024-02-21T11:27:43-08:00,2024-02-21T11:27:43-08:00,,,
888,tests: Update checkpoint tests to new checkpoints,测试,v24.0.0.0,0f79b15b2faa01f70c1db7279c66823688932d26,2024-02-21,2151,1,4,4,4,8,2024-02-21T16:37:28-08:00,2024-02-21T16:37:28-08:00,"tests, configs","tests, configs",
868,arch-riscv: Fix fflags behavior of float inst. in O3 CPU,修复/纠错,v24.0.0.0,816ef46c78a9a4b345eab77ff52710f9036de0a1,2024-02-22,2152,1,4,24,11,35,2024-02-22T08:33:34-08:00,2024-02-22T08:33:34-08:00,src,arch,riscv
890,stdlib: Add get_last_exit_event_code to get m5 exit status code,新增/支持,v24.0.0.0,47f3ad45d370359648654b5d8955376b3415c42d,2024-02-23,2153,1,1,6,0,6,2024-02-23T09:09:28-08:00,2024-02-23T09:09:28-08:00,src,python,
880,"python,util: Fix SimObjectParams default constructor and destructor",修复/纠错,v24.0.0.0,00ed1d30cfde05b921de1e61e7be1b5396a30e5e,2024-02-26,2154,1,1,1,2,3,2024-02-26T06:42:27-08:00,2024-02-26T06:42:27-08:00,build_tools,build_tools,
791,mem-ruby: Fix possible dirty line loss in CHI when ReadShared hit on UD line,修复/纠错,v24.0.0.0,61ee36eee6b32a6aa01ea854d9ac700922d87772,2024-02-26,2159,1,0,0,0,0,2024-02-26T10:06:17-08:00,2024-02-26T10:06:17-08:00,,,
891,tests: Exit riscv_asmtest script with simulator status code,测试,v24.0.0.0,521a7c1de02f736361bc88621028ee7e6ae6cf16,2024-02-26,2160,1,1,3,0,3,2024-02-26T10:31:18-08:00,2024-02-26T10:31:18-08:00,tests,tests,
886,"arch-riscv,dev: Update the PLIC implementation",更新/依赖,v24.0.0.0,bcf455755e7abf2fde3dddcb8a1c1917aa8a91ca,2024-02-26,2161,1,7,155,66,221,2024-02-26T10:32:53-08:00,2024-02-26T10:32:53-08:00,src,"dev, python",
875,configs: Ensure m5ops base doesn't overlap physical mem in KVM,其他,v24.0.0.0,19901861708d99184539a665edac132d8e003b23,2024-02-26,2162,1,1,1,1,2,2024-02-26T10:33:48-08:00,2024-02-26T10:33:48-08:00,configs,configs,
858,tests: Add compiler test for gcc 13,测试,v24.0.0.0,920497c19fd4616561fc4e702292111ea3caaf42,2024-02-26,2166,1,3,61,3,64,2024-02-26T18:03:14-05:00,2024-02-26T18:03:14-05:00,"util, .github","util, .github",
889,mem: QoS q_policy assertions fix,修复/纠错,v24.0.0.0,e5eea7efcca4facbdcb9b8976fedd573f1a7557d,2024-02-27,2168,1,0,0,0,0,2024-02-27T13:32:19+00:00,2024-02-27T13:32:19+00:00,,,
861,util: update list_changes.py to support multiple Change-Ids,更新/依赖,v24.0.0.0,4e12f2486b58a155595a85dc70ab11904446224d,2024-02-27,2169,1,1,21,27,48,2024-02-27T11:10:31-08:00,2024-02-27T11:10:31-08:00,util,util,
894,mem-ruby: Add missing transition for SLC writes to VIPER TCC,新增/支持,v24.0.0.0,8a28ca8ffb500a3788428a09e0c08d35fd80f95b,2024-02-28,2171,1,0,0,0,0,2024-02-28T00:13:07-06:00,2024-02-28T00:13:07-06:00,,,
899,mem-ruby: Add categorization of bypassed atomics in TCC,新增/支持,v24.0.0.0,777ac91bb04dfe1523dfe74b887c25f4fb89057e,2024-02-28,2173,1,0,0,0,0,2024-02-28T14:26:09-06:00,2024-02-28T14:26:09-06:00,,,
797,Increased packets sanity check limit to 1024,其他,v24.0.0.0,0d79b5098b418273913937b627aad0152a1714e4,2024-02-29,2174,1,1,2,2,4,2024-02-29T08:12:59-08:00,2024-02-29T08:12:59-08:00,src,mem,
892,"sim-se, arch-x86: initialize max stack size from parameter",其他,v24.0.0.0,69762e272edc586bde345229cc54b7999b795be9,2024-02-29,2175,1,1,1,1,2,2024-02-29T08:15:43-08:00,2024-02-29T08:15:43-08:00,src,arch,x86
895,arch-vega: Implement accumulation offset,新增/支持,v24.0.0.0,db42aeb630cc5e652ef450eaf7035054804c3aa3,2024-02-29,2179,1,0,0,0,0,2024-02-29T09:05:39-08:00,2024-02-29T09:05:39-08:00,,,
826,python: Adding fatal statement to notify user mistakes.,其他,v24.0.0.0,9bd71bff0c046ecb69bf3a4fcc1bf51004b5cefa,2024-02-29,2180,1,1,15,0,15,2024-02-29T10:47:26-08:00,2024-02-29T10:47:26-08:00,src,python,
902,dev: RegisterBank addRegistersAt for fragmented reg banks,其他,v24.0.0.0,c0e5d58a96d950fb308647097cd4af02d37c34e5,2024-03-01,2181,1,2,163,12,175,2024-03-01T15:32:40+00:00,2024-03-01T15:32:40+00:00,src,dev,
904,stdlib: Fix initialization for self.pic.hart_config in lupv_board,修复/纠错,v24.0.0.0,61adfa38b27aaf992502414639155b8eea1ed1b7,2024-03-01,2182,1,1,3,1,4,2024-03-01T11:25:00-08:00,2024-03-01T11:25:00-08:00,src,python,
903,sim-se: Catch None value if binary is not compatible with gem5,其他,v24.0.0.0,fae5f5e00b3a24e0b9dab5499408b6abbc7bcccd,2024-03-01,2183,1,1,6,0,6,2024-03-01T16:41:18-08:00,2024-03-01T16:41:18-08:00,src,sim,
872,mem-cache: Prefetchers Improvements,其他,v24.0.0.0,c1d5ffe7c7bf6f956f5b47e9b02512a3e7293546,2024-03-04,2189,1,0,0,0,0,2024-03-04T09:09:47+00:00,2024-03-04T09:09:47+00:00,,,
765,mem-cache: Add support for partitioning caches,新增/支持,v24.0.0.0,c57a6b0d595cbeccd468e356e1e1d8a388c71c33,2024-03-04,2191,1,0,0,0,0,2024-03-04T09:44:01+00:00,2024-03-04T09:44:01+00:00,,,
869,arch-riscv: adding stats to show completed page walks,其他,v24.0.0.0,676d571009cf32797bb0390c5079b40e450dc27e,2024-03-04,2192,1,2,36,1,37,2024-03-04T08:38:28-08:00,2024-03-04T08:38:28-08:00,src,arch,riscv
908,misc: Tag checkpoints with the ISA of the CPUs,其他,v24.0.0.0,b930c57d54b4b5de06b75a0c41479065d3695d7e,2024-03-05,2195,1,0,0,0,0,2024-03-05T10:04:06+00:00,2024-03-05T10:04:06+00:00,,,
912,misc: Copy the develop .github dir to stable,CI,v24.0.0.0,650b92124bd8ed4d4716a5112d2f004fd2a5dbc0,2024-03-05,2592,1,5,32,34,66,2024-03-05T08:35:11+00:00,2024-03-05T08:35:11+00:00,.github,.github,
851,arch-riscv: adding vector unit-stride segment loads to RISC-V,其他,v24.0.0.0,f6c61836b3cbe06eb1da56a28dc0b542ad052c0f,2024-03-06,2196,1,9,683,28,711,2024-03-06T11:27:06-08:00,2024-03-06T11:27:06-08:00,src,"arch, cpu, cpu/minor",riscv
906,misc: bump tqdm from 4.66.1 to 4.66.2,更新/依赖,v24.0.0.0,ceee8fed2964b5c7a71bd04486ac1c8479290076,2024-03-06,2197,1,1,1,1,2,2024-03-06T14:20:03-08:00,2024-03-06T14:20:03-08:00,optional-requirements.txt,optional-requirements.txt,
905,misc: bump pre-commit from 3.6.0 to 3.6.2,更新/依赖,v24.0.0.0,f35815cd48a0716452a88594563c2c5131d69424,2024-03-06,2198,1,1,1,1,2,2024-03-06T14:20:42-08:00,2024-03-06T14:20:42-08:00,requirements.txt,requirements.txt,
853,build(deps): bump cryptography from 39.0.2 to 42.0.0 in /util/gem5-resources-manager,更新/依赖,v24.0.0.0,f70dc88c8a18630ae1663dc6c6ec23c882ce368f,2024-03-07,2199,1,1,1,1,2,2024-03-07T08:14:14-08:00,2024-03-07T08:14:14-08:00,util,util,
920,dev-arm: Handle translation aborts and add IRQ support to the SMMU,新增/支持,v24.0.0.0,bbde68c08c3e1b3e0ffb7f884f8488efb9d301d1,2024-03-08,2207,1,0,0,0,0,2024-03-08T18:27:35+00:00,2024-03-08T18:27:35+00:00,,,
922,READ_MODIFY_WRITE flag fix,修复/纠错,v24.0.0.0,942979162a4eb6e841e3b87e1e182b8ff32f0519,2024-03-11,2208,1,1,1,1,2,2024-03-11T08:32:11-07:00,2024-03-11T08:32:11-07:00,src,mem,
924,misc: Fix weekly tests,测试,v24.0.0.0,85a20773c71210f124a21a5351ae5b70dae80bbd,2024-03-11,2211,1,0,0,0,0,2024-03-11T11:08:30-07:00,2024-03-11T11:08:30-07:00,,,
929,build(deps): bump cryptography from 42.0.0 to 42.0.4 in /util/gem5-resources-manager,更新/依赖,v24.0.0.0,6f90feca5642274f246977504545645fead3c22d,2024-03-11,2212,1,1,1,1,2,2024-03-11T20:50:29-07:00,2024-03-11T20:50:29-07:00,util,util,
928,misc: Sync stable .github dir with develop,CI,v24.0.0.0,e8bc4fc137a5a7e82b601432271a027b652ae69b,2024-03-11,2593,1,1,2,4,6,2024-03-11T12:35:35-07:00,2024-03-11T12:35:35-07:00,.github,.github,
934,dev-arm: Fix SMMUv3 DTB autogen,修复/纠错,v24.0.0.0,0ec8cf8d05bb76b16d41d799d99323867c50c885,2024-03-14,2213,1,1,1,1,2,2024-03-14T15:42:57+00:00,2024-03-14T15:42:57+00:00,src,dev,
938,mem: Fix callback of functional access in port wrapper,修复/纠错,v24.0.0.0,84da503d37645277669d520844f79c6fcf2150e7,2024-03-18,2214,1,1,1,1,2,2024-03-18T08:21:43-07:00,2024-03-18T08:21:43-07:00,src,mem,
914,arch-riscv: Move alignment check to Physical Memory Attribute(PMA),重命名/迁移,v24.0.0.0,dbae09e4d9fb377803cb48a1af8edff0cdaa92d1,2024-03-18,2215,1,13,221,77,298,2024-03-18T12:59:13-07:00,2024-03-18T12:59:13-07:00,src,arch,riscv
935,"stdlib, tests, configs: Add a new PrivateL1PrivateL2WalkCache hierarchy",测试,v24.0.0.0,2b67d0eba6a9dfa12817776fb681b293ee293b4c,2024-03-19,2218,1,0,0,0,0,2024-03-19T09:04:32+00:00,2024-03-19T09:04:32+00:00,,,
939,gpu-compute: Support cache line sizes >64B in GPUFS,新增/支持,v24.0.0.0,ba2f5615bae872efa4d94bb3400e42e6b568921d,2024-03-20,2219,1,2,11,3,14,2024-03-20T11:09:25-07:00,2024-03-20T11:09:25-07:00,"configs, src","configs, gpu-compute",
940,gpu-compute: Add support for skipping GPU kernels,新增/支持,v24.0.0.0,acd9d3ff940a3fae80586cc89e7d261b8581cd2e,2024-03-21,2220,1,8,111,20,131,2024-03-21T07:46:27-07:00,2024-03-21T07:46:27-07:00,"src, configs","gpu-compute, configs",
952,"misc: Add "".DS_Store"" to .gitignore",新增/支持,v24.0.0.0,4c333975924a3eb12a23b585a9383d7a8bee3898,2024-03-21,2221,1,1,1,0,1,2024-03-21T08:40:44-07:00,2024-03-21T08:40:44-07:00,.gitignore,.gitignore,
901,tests: Update tests to use specific resource versions,测试,v24.0.0.0,76965c6431a8c00f0be8e940e082fe455c84a271,2024-03-21,2222,1,18,84,24,108,2024-03-21T09:03:46-07:00,2024-03-21T09:03:46-07:00,tests,tests,
953,arch-vega: Implement flat_load_sbyte instruction,新增/支持,v24.0.0.0,803dbbfdacb46f05347f3176ec3417ccbfc02a63,2024-03-21,2223,1,1,27,1,28,2024-03-21T21:11:10-07:00,2024-03-21T21:11:10-07:00,src,arch,amdgpu
950,arch-vega: Various vega fixes to enable nanogpt,新增/支持,v24.0.0.0,dca040983b60ba6be48b4e44b35e1c47ec249212,2024-03-21,2228,1,0,0,0,0,2024-03-21T21:11:44-07:00,2024-03-21T21:11:44-07:00,,,
926,dev-amdgpu: Support for ROCm 6.0,新增/支持,v24.0.0.0,7d62da6d10fe54b9a9967e4eaae9554a75990c06,2024-03-21,2238,1,0,0,0,0,2024-03-21T21:12:09-07:00,2024-03-21T21:12:09-07:00,,,
913,arch-riscv: adding vector unit-stride segment stores to RISC-V,其他,v24.0.0.0,1e743fd85ab55ea75301f2fed20243387806fe72,2024-03-22,2239,1,8,555,42,597,2024-03-22T15:45:58-07:00,2024-03-22T15:45:58-07:00,src,"arch, cpu",riscv
956,"sim-se,cpu-kvm: Fix SE workload setup on KVM CPUs",修复/纠错,v24.0.0.0,dd5a30d41ef6da7ea6f879ded282084552ee8d87,2024-03-23,2240,1,1,9,0,9,2024-03-23T15:15:11-07:00,2024-03-23T15:15:11-07:00,src,python,
975,arch: Add getIsaName in BaseISA,新增/支持,v24.0.0.0,896c32cd0d47f59e968e0cbc48f9289d10d42791,2024-03-28,2241,1,1,1,0,1,2024-03-28T13:27:32+00:00,2024-03-28T13:27:32+00:00,src,arch,generic
976,dev: Remove duplicate virtio files,移除/弃用,v24.0.0.0,63706f04b59eddc982443efc1ee3681c3c93d3fc,2024-03-28,2242,1,2,0,191,191,2024-03-28T14:32:11+00:00,2024-03-28T14:32:11+00:00,src,dev,
864,stdlib: add socks proxy to atlas client,新增/支持,v24.0.0.0,9207458fd771e402cc98f67806dc83f5a0f79a0c,2024-03-28,2243,1,4,68,23,91,2024-03-28T14:30:02-07:00,2024-03-28T14:30:02-07:00,src,python,
863,arch-riscv: This commit fixes bug in vfmv.f.s impl. in riscv,修复/纠错,v24.0.0.0,ec690de0da53d9604cc24cb9384ea66b10228cb3,2024-03-29,2244,1,1,1,1,2,2024-03-29T08:23:14-07:00,2024-03-29T08:23:14-07:00,src,arch,riscv
887,sim-se: Implement statx system call for Linux x86-64,新增/支持,v24.0.0.0,00d4b6825c697a7c2b56d86ee54dc033c3c87794,2024-04-01,2245,1,3,152,1,153,2024-04-01T08:23:39-07:00,2024-04-01T08:23:39-07:00,src,"arch, sim",x86
955,arch-vega: Operand selectors for accumulation registers,其他,v24.0.0.0,78cf39bf634d12f646ea0f8af63cd093fbaee6a8,2024-04-01,2246,1,1,1,1,2,2024-04-01T08:45:37-07:00,2024-04-01T08:45:37-07:00,src,arch,amdgpu
977,util-m5: Add default M5OP_ADDR to arm64,新增/支持,v24.0.0.0,ed5ffee49c6288e89a376966ad4cb954d4bb019a,2024-04-01,2249,1,0,0,0,0,2024-04-01T08:51:54-07:00,2024-04-01T08:51:54-07:00,,,
985,arch-riscv: Use TeX's escape seq in Python instead of Unicode,其他,v24.0.0.0,628826896f960d2afa9c790d9bf9f4bce3833f9e,2024-04-02,2250,1,1,1,1,2,2024-04-02T08:42:21-07:00,2024-04-02T08:42:21-07:00,src,arch,riscv
979,"misc,github: Upgrade checkout and upload/download-artifact Actions to latest version",CI,v24.0.0.0,dea8fc0ee849c77d34b4af90c5ceb4ea8690fe0b,2024-04-02,2253,1,0,0,0,0,2024-04-02T10:14:12-07:00,2024-04-02T10:14:12-07:00,,,
959,base: Fix 'doGzipLoad' str manipulation,修复/纠错,v24.0.0.0,c238b7a3e0e9ed54ac3a987e2a0aea676f33af89,2024-04-02,2256,1,0,0,0,0,2024-04-02T10:37:42-07:00,2024-04-02T10:37:42-07:00,,,
989,sim-se: Fix copyOutStatxBuf compile error,修复/纠错,v24.0.0.0,32ee09df4a39705facff2a1af65102814f42475b,2024-04-02,2257,1,1,26,34,60,2024-04-02T14:59:24-07:00,2024-04-02T14:59:24-07:00,src,sim,
987,misc: Sync develop .github to stable,CI,v24.0.0.0,ee6f1377d7c54422137dfa47cd4d73407814867d,2024-04-02,2594,1,4,25,25,50,2024-04-02T10:20:25-07:00,2024-04-02T10:20:25-07:00,.github,.github,
986,"arch-arm,stdlib: ARM release for_kvm is moved to configs",其他,v24.0.0.0,28b081b34844b3e393219a8dd5f5d38662bf9af3,2024-04-03,2258,1,2,4,9,13,2024-04-03T11:48:24+01:00,2024-04-03T11:48:24+01:00,"configs, src","configs, python",
